srno,mobmake,hubid,hubpincode,pickuppartnerid,deliverypartnerid,insuranceCompanyId,custpincodecategory,claimtype,custpincode,memcreateddate,mobilepurchasedate,claimintdate,servicecntrid,pickupStartdate,Predicted_tat_in_days
2949088,13,21,110015,233,233,131,1,0,110091,2017-12-28,2017-11-21,2018-03-07,4580,2018-03-16,10
3044933,15,3,560011,233,233,228,1,0,560008,2018-03-15,2017-09-18,2018-04-01,4469,2018-04-09,9
3078639,13,26,560066,233,233,228,1,0,600011,2018-03-13,2018-03-09,2018-04-12,5001,2018-04-16,8
2820786,11,6,160059,233,233,131,2,0,160020,2017-03-18,2017-03-07,2018-01-30,4442,2018-02-03,11
2862218,13,21,110015,233,233,131,1,0,110005,2017-07-21,2017-07-20,2018-02-12,4580,2018-02-15,9
2844065,15,2,110018,233,233,228,2,0,250002,2017-07-09,2017-05-18,2018-02-06,4550,2018-02-12,14
2861365,13,11,641012,201,233,131,4,0,638107,2017-10-28,2017-10-25,2018-02-11,4495,2018-02-15,13
2891819,4,3,560011,233,233,228,1,0,560048,2017-05-21,2017-01-28,2018-02-21,4468,2018-02-23,10
2831374,10,6,160059,233,233,131,3,0,144629,2017-06-19,2017-06-16,2018-02-02,4437,2018-02-24,13
2939270,4,2,110018,233,233,228,2,0,124001,2018-01-16,2017-09-10,2018-03-04,4148,2018-03-08,14
2924655,9,8,700064,233,233,131,2,0,700132,2017-10-12,2017-10-11,2018-02-28,4499,2018-03-03,14
2983537,10,2,110018,233,233,131,1,0,110088,2016-02-14,2016-02-14,2018-03-15,4388,2018-03-20,11
2993719,13,26,560066,233,233,131,1,0,600100,2017-07-27,2017-07-26,2018-03-18,5001,2018-03-21,11
3015537,22,1,400059,233,233,131,1,0,600072,2017-04-01,2017-03-31,2018-03-24,4416,2018-03-29,12
2993554,32,2,110018,233,233,131,2,0,248001,2017-10-14,2017-09-27,2018-03-18,4147,2018-04-01,14
3048397,13,8,700064,233,233,228,1,0,700097,2018-03-31,2018-03-30,2018-04-02,4508,2018-04-11,10
3068737,13,7,500004,233,233,131,1,0,500052,2017-12-26,2017-12-21,2018-04-09,4403,2018-04-16,7
3093415,13,26,560066,233,245,131,1,0,560078,2017-05-03,2017-05-03,2018-04-18,5001,2018-04-21,6
2901224,10,7,500004,233,233,131,1,0,500038,2017-03-14,2016-05-27,2018-02-23,4474,2018-02-26,10
2979594,12,2,110018,308,233,228,1,0,122002,2018-01-31,2017-08-06,2018-03-14,4092,2018-03-17,12
3053063,10,7,500004,233,233,228,2,0,530008,2018-02-24,2017-10-28,2018-04-04,4474,2018-04-16,9
2822356,13,17,800001,233,233,131,1,0,800001,2017-08-18,2017-08-16,2018-01-30,4538,2018-02-09,11
2831984,15,8,700064,233,233,228,3,0,751017,2018-01-08,2017-10-28,2018-02-02,4500,2018-02-05,16
2962665,13,21,110015,233,233,131,1,0,110043,2017-10-10,2017-10-04,2018-03-10,4580,2018-03-13,10
2870442,18,1,400059,233,245,228,1,0,560068,2017-07-17,2017-07-12,2018-02-14,4466,2018-02-17,14
2833688,13,21,110015,233,233,131,1,0,110015,2017-10-20,2017-10-18,2018-02-03,4580,2018-02-05,9
2873347,10,12,302006,233,233,228,2,0,342001,2017-12-17,2017-11-20,2018-02-15,4407,2018-03-08,14
3045932,13,22,400104,233,233,131,3,0,410222,2017-12-20,2017-12-18,2018-04-02,4581,2018-04-05,12
2863425,16,2,110018,233,245,131,1,0,110024,2017-02-27,2016-12-01,2018-02-12,4149,2018-02-16,14
2819758,1,2,110018,233,233,131,1,0,110030,2017-09-20,2017-08-31,2018-01-30,4150,2018-02-05,16
2833192,6,8,700064,233,233,131,1,0,700007,2017-11-19,2017-11-19,2018-02-02,4508,2018-02-21,11
3009614,15,12,302006,233,233,228,2,0,313001,2018-02-23,2017-10-27,2018-03-23,4453,2018-03-26,13
3058325,13,21,110015,233,233,131,2,0,313001,2017-09-17,2017-09-14,2018-04-05,4580,2018-04-09,11
3009880,13,26,560066,201,233,131,4,0,572119,2018-03-02,2017-12-26,2018-03-23,5001,2018-03-28,12
2866470,13,21,110015,233,233,131,2,0,305001,2017-09-22,2017-09-19,2018-02-13,4580,2018-02-16,13
2820874,10,1,400059,233,233,228,2,0,462023,2017-07-16,2017-04-11,2018-01-30,4398,2018-02-05,15
2835296,13,22,400104,233,233,131,3,0,403110,2017-10-29,2017-10-14,2018-02-03,4581,2018-02-14,13
2931082,15,1,400059,201,233,228,0,0,458110,2018-01-06,2017-04-25,2018-03-02,4091,2018-03-06,18
2939977,13,8,700064,233,233,131,3,0,769008,2017-11-02,2017-04-22,2018-03-05,4508,2018-03-14,16
2966980,15,2,110018,233,233,131,1,0,201301,2017-03-12,2017-03-12,2018-03-10,4094,2018-03-14,14
3021425,13,22,400104,233,233,131,2,0,410506,2017-11-05,2017-11-03,2018-03-26,4581,2018-04-05,12
2939646,21,2,110018,233,233,131,1,0,400088,2017-08-30,2017-08-23,2018-03-05,5138,2018-04-01,16
2895774,10,2,110018,233,245,131,1,0,110058,2016-12-07,2017-12-12,2018-02-22,4388,2018-02-24,12
3000646,12,1,400059,233,245,131,1,0,380026,2017-10-23,2017-10-22,2018-03-20,4018,2018-03-22,15
2940509,29,1,400059,233,233,131,1,0,110052,2016-10-10,2016-10-10,2018-03-05,4011,2018-03-11,21
2981120,10,7,500004,233,233,228,1,0,500013,2017-05-23,2017-01-20,2018-03-14,4474,2018-03-22,9
3053260,10,23,400001,308,233,131,1,0,400034,2017-06-01,2017-05-31,2018-04-04,4398,2018-04-14,10
2886776,12,17,800001,233,233,131,3,0,831005,2017-12-09,2017-12-08,2018-02-19,4376,2018-02-21,17
2821110,15,8,700064,233,233,131,1,0,700046,2018-01-11,2018-01-11,2018-01-30,4500,2018-02-03,12
2873506,13,21,110015,233,233,131,2,0,147301,2017-04-17,2017-04-14,2018-02-15,4580,2018-02-20,12
2879993,13,21,110015,233,233,131,2,0,135003,2017-11-24,2017-11-22,2018-02-17,4580,2018-02-21,12
2934771,13,11,641012,201,201,131,4,0,695583,2017-08-14,2017-08-10,2018-03-03,4495,2018-03-03,15
2831344,15,7,500004,233,233,228,1,0,500016,2018-01-16,2017-05-18,2018-02-02,4477,2018-02-05,11
2876740,32,2,110018,233,233,131,2,0,121102,2017-11-30,2017-11-28,2018-02-16,4147,2018-02-19,14
2876740,13,2,110018,233,233,131,2,0,121102,2017-11-30,2017-11-01,2018-02-16,4147,2018-02-19,13
2825811,10,2,110018,233,233,228,1,0,110095,2017-08-11,2016-08-30,2018-01-31,4388,2018-02-05,12
2939552,10,7,500004,233,233,228,1,0,500072,2017-07-14,2017-12-19,2018-03-05,4474,2018-03-12,9
3017902,13,26,560066,233,233,131,1,0,641016,2017-06-12,2017-06-09,2018-03-25,4495,2018-03-31,10
2827830,4,2,110018,233,233,228,1,0,110007,2017-09-09,2016-10-22,2018-02-01,4148,2018-02-08,12
2849595,18,8,700064,233,233,131,1,0,700110,2017-11-16,2017-11-16,2018-02-07,4504,2018-02-09,15
2865640,13,21,110015,233,233,131,2,0,140604,2018-01-23,2017-02-23,2018-02-13,4580,2018-02-16,12
2838996,32,8,700064,233,233,131,3,0,751023,2018-01-31,2018-01-18,2018-02-04,4508,2018-02-21,16
2900307,13,21,110015,233,233,131,3,0,126112,2018-01-09,2017-07-06,2018-02-23,4580,2018-03-06,13
2889316,27,1,400059,233,233,131,1,0,110005,2017-08-11,2016-10-24,2018-02-20,4011,2018-02-23,20
2889316,28,1,400059,233,233,131,1,0,110005,2017-08-11,2017-04-29,2018-02-20,4011,2018-02-23,21
2943416,10,7,500004,233,233,228,1,0,500020,2017-09-06,2017-06-06,2018-03-05,4474,2018-03-14,9
2948481,10,2,110018,233,233,131,1,0,122015,2017-01-12,2017-01-12,2018-03-07,4388,2018-03-12,13
2989410,13,22,400104,233,233,131,1,0,411001,2017-05-09,2017-05-05,2018-03-16,4581,2018-03-20,10
2964532,9,8,700064,233,233,131,3,0,753004,2018-02-07,2018-02-07,2018-03-10,4499,2018-03-20,15
3000758,15,5,380009,233,233,228,1,0,382350,2017-06-03,2017-04-27,2018-03-20,4546,2018-03-24,10
2994710,4,2,110018,308,233,131,1,0,122011,2016-12-24,2016-12-20,2018-03-19,4148,2018-03-23,12
2949498,4,2,110018,233,233,131,1,0,110059,2017-07-10,2016-06-29,2018-03-07,4148,2018-03-19,12
3044534,13,7,500004,233,233,228,1,0,500085,2018-02-17,2017-02-27,2018-04-01,4403,2018-04-04,8
2993698,15,1,400059,233,233,131,1,0,400709,2016-10-24,2016-10-18,2018-03-18,4545,2018-03-24,11
3011727,21,2,110018,233,233,131,2,0,515002,2017-01-04,2017-12-27,2018-03-23,5138,2018-03-27,16
3055322,10,27,110034,233,233,228,1,0,110065,2017-07-06,2017-07-01,2018-04-04,4388,2018-04-07,11
3029768,5,8,700064,233,233,131,3,0,753002,2017-12-19,2017-12-19,2018-03-28,4503,2018-04-04,14
3017686,9,3,560011,308,245,131,1,0,560078,2018-02-01,2018-02-01,2018-03-25,4460,2018-03-27,8
2879594,10,6,160059,201,233,131,4,0,133301,2017-03-16,2017-03-12,2018-02-17,4437,2018-02-28,14
2862468,13,2,110018,233,245,131,1,0,110052,2016-12-12,2016-12-10,2018-02-12,4147,2018-02-17,11
2939972,15,1,400059,233,233,131,1,0,400063,2017-03-19,2017-03-17,2018-03-05,4545,2018-03-16,12
2904793,9,2,110018,233,233,131,1,0,110027,2017-10-16,2017-10-15,2018-02-24,4388,2018-02-27,12
2931562,13,17,800001,233,233,228,1,0,800001,2018-02-03,2017-11-10,2018-03-03,4538,2018-03-05,11
3045774,12,2,110018,233,233,131,3,0,141003,2017-12-26,2017-12-26,2018-04-02,4092,2018-04-06,13
3018426,13,26,560066,233,245,131,1,0,560068,2017-05-03,2017-09-05,2018-03-25,5001,2018-03-30,10
2939567,13,7,500004,233,233,131,2,0,506015,2017-06-16,2017-06-14,2018-03-05,4403,2018-03-24,12
3003837,13,21,110015,201,233,131,0,0,334803,2018-02-26,2018-02-24,2018-03-21,4580,2018-03-27,15
2909761,32,1,400059,233,233,131,1,0,500054,2017-12-21,2017-09-21,2018-02-26,4581,2018-02-28,13
3005833,13,6,160059,233,233,131,2,0,160022,2017-06-23,2017-06-21,2018-03-22,4441,2018-03-26,11
2862765,13,22,400104,233,245,131,1,0,380018,2017-12-21,2017-12-09,2018-02-12,4581,2018-02-15,11
2939605,15,12,302006,233,233,131,2,0,333026,2017-12-20,2017-12-18,2018-03-05,4453,2018-03-14,16
3047262,28,24,110092,233,233,228,1,0,122018,2017-08-03,2017-06-01,2018-04-02,4150,2018-04-16,12
2889870,13,3,560011,233,233,131,2,0,575028,2017-10-19,2017-10-16,2018-02-20,4467,2018-03-03,12
3068424,13,7,500004,233,233,131,1,0,500072,2017-09-04,2017-02-24,2018-04-09,4403,2018-04-21,6
2822234,18,2,110018,233,233,228,1,0,110029,2017-12-14,2017-08-02,2018-01-30,4153,2018-02-03,15
2836878,13,4,600024,233,233,131,1,0,600092,2017-12-27,2017-12-26,2018-02-03,4490,2018-02-08,10
2833768,15,8,700064,233,233,131,1,0,700053,2017-05-08,2017-05-08,2018-02-03,4500,2018-02-07,13
2855488,15,3,560011,233,233,131,2,0,590010,2016-10-10,2016-10-07,2018-02-09,4461,2018-02-14,13
2850936,13,7,500004,233,233,131,3,0,505001,2017-03-25,2017-03-23,2018-02-08,4403,2018-02-22,13
2897639,13,22,400104,233,233,131,2,0,431005,2017-06-03,2017-05-23,2018-02-22,4581,2018-02-24,15
2967979,9,8,700064,233,0,131,1,0,700102,2017-11-13,2017-11-11,2018-03-10,4499,2018-03-13,12
2982907,29,1,400059,233,233,228,2,0,530002,2018-01-29,2017-09-19,2018-03-15,4011,2018-03-17,19
2930179,15,11,641012,201,233,131,1,0,641047,2017-04-05,2017-04-04,2018-03-01,4492,2018-03-16,13
3007885,10,2,110018,233,233,228,1,0,122015,2017-05-01,2017-02-11,2018-03-22,4388,2018-03-25,12
2928597,13,3,560011,233,233,131,1,0,560100,2018-02-19,2017-10-09,2018-03-01,5001,2018-03-10,11
3024887,9,27,110034,233,233,131,1,0,110019,2017-12-11,2017-12-11,2018-03-27,4388,2018-04-09,10
3076411,13,7,500004,233,233,228,2,0,503003,2018-02-05,2017-12-26,2018-04-11,4403,2018-04-13,10
3068209,10,23,400001,233,233,131,1,0,380026,2018-03-03,2018-03-03,2018-04-09,4398,2018-04-10,10
2944927,5,2,110018,233,245,131,1,0,110096,2017-11-25,2017-11-25,2018-03-06,4093,2018-03-08,13
3083610,13,21,110015,233,245,131,1,0,110017,2017-04-29,2017-04-28,2018-04-14,4580,2018-04-22,6
2879408,13,7,500004,233,233,131,3,0,533437,2017-04-17,2017-04-14,2018-02-17,4403,2018-02-21,12
2987177,13,26,560066,233,233,131,1,0,560067,2017-08-14,2017-08-12,2018-03-16,5001,2018-03-19,10
2938325,13,21,110015,233,233,131,2,0,180010,2017-08-17,2017-08-14,2018-03-04,4580,2018-03-20,14
3007778,9,23,400001,233,233,131,1,0,400603,2018-03-05,2018-03-05,2018-03-22,4398,2018-03-26,10
3010179,13,26,560066,233,233,131,1,0,641034,2017-10-23,2017-10-18,2018-03-23,5001,2018-03-27,10
3003082,13,26,560066,233,233,131,3,0,571401,2017-07-15,2017-08-01,2018-03-21,5001,2018-04-12,12
2819175,13,21,110015,233,233,131,1,0,122001,2017-08-27,2017-03-08,2018-01-30,4580,2018-02-06,11
2819175,13,21,110015,233,233,131,1,0,122001,2017-08-27,2017-03-23,2018-01-30,4580,2018-02-06,11
2839454,10,7,500004,233,233,228,1,0,500072,2017-09-08,2017-01-20,2018-02-05,4474,2018-02-11,9
2963643,15,2,110018,233,233,228,1,0,122001,2018-02-20,2016-09-18,2018-03-10,4091,2018-03-19,13
2930716,14,1,400059,233,233,131,1,0,122001,2017-10-18,2017-10-05,2018-03-02,4011,2018-03-06,16
3043198,4,2,110018,233,233,228,1,0,122001,2017-05-04,2016-11-23,2018-03-31,4011,2018-04-07,11
2827647,13,22,400104,233,233,131,1,0,421503,2016-08-16,2016-08-03,2018-02-01,4581,2018-02-06,12
2856228,13,22,400104,233,233,131,1,0,400604,2017-05-21,2017-05-18,2018-02-09,4581,2018-02-12,11
2837253,10,2,110018,233,233,131,1,0,110031,2017-12-23,2017-12-23,2018-02-03,4388,2018-02-10,11
2848376,15,5,380009,233,233,131,1,0,380015,2017-11-21,2017-11-21,2018-02-07,4546,2018-02-09,11
2902574,13,22,400104,233,233,131,2,0,382421,2016-12-20,2016-12-17,2018-02-23,4581,2018-02-27,15
2986828,10,23,400001,233,233,131,1,0,400077,2017-05-03,2017-05-03,2018-03-16,4398,2018-03-17,11
2931211,13,17,800001,201,233,131,0,0,815312,2017-03-11,2017-03-08,2018-03-03,4538,2018-03-07,18
3026787,13,26,560066,233,233,131,1,0,560030,2018-01-12,2018-01-11,2018-03-27,5001,2018-03-31,10
2971272,9,8,700064,233,233,131,3,0,712306,2017-10-03,2017-09-29,2018-03-12,4499,2018-03-26,14
3023126,13,7,500004,233,233,131,1,0,500058,2017-04-10,2017-04-09,2018-03-26,4403,2018-04-04,8
3011764,15,2,110018,233,233,228,1,0,110029,2018-02-15,2018-02-15,2018-03-23,4550,2018-04-06,9
3066588,13,26,560066,308,233,131,1,0,560103,2017-12-07,2017-12-06,2018-04-08,5001,2018-04-11,9
3063468,13,21,110015,233,233,131,3,0,121106,2017-11-24,2017-11-23,2018-04-07,4580,2018-04-12,10
3062147,13,21,110015,233,233,131,1,0,121002,2017-06-26,2017-06-24,2018-04-06,4580,2018-04-15,8
2949151,13,22,400104,233,245,131,1,0,380054,2017-04-27,2017-04-26,2018-03-07,4581,2018-03-09,12
3026006,13,21,110015,233,245,131,1,0,110018,2017-04-24,2017-04-22,2018-03-27,4580,2018-03-31,9
2824689,9,10,226010,233,233,131,2,0,282007,2017-11-22,2017-11-22,2018-01-31,4444,2018-02-09,14
3062849,10,25,560037,233,233,131,1,0,600036,2017-06-29,2017-06-29,2018-04-07,4460,2018-04-11,9
2962522,5,8,700064,233,233,131,2,0,781008,2018-02-06,2018-02-06,2018-03-10,4503,2018-03-25,18
2837096,21,5,380009,233,245,131,2,0,390018,2018-01-29,2018-01-21,2018-02-03,4017,2018-02-09,19
2866469,13,4,600024,233,233,131,1,0,600034,2017-05-15,2017-05-13,2018-02-13,4490,2018-02-16,9
2999306,13,26,560066,308,233,131,1,0,560068,2017-05-19,2017-05-17,2018-03-19,5001,2018-03-26,10
3026352,5,2,110018,0,233,131,1,0,110036,2017-12-20,2017-12-20,2018-03-27,4093,2018-03-29,12
3034495,15,3,560011,308,245,131,1,0,560068,2017-08-05,2017-08-04,2018-03-29,4461,2018-04-14,9
2979308,10,25,560037,308,233,228,1,0,560085,2017-10-18,2017-05-01,2018-03-14,4460,2018-03-21,10
3043062,9,7,500004,233,233,131,2,0,522002,2018-01-15,2018-01-15,2018-03-31,4474,2018-04-03,10
3058202,9,6,160059,233,233,131,3,0,143001,2018-01-19,2018-01-19,2018-04-05,4437,2018-04-12,10
3005821,15,4,600024,233,233,228,1,0,600118,2017-10-24,2016-05-19,2018-03-22,4483,2018-04-08,9
2890369,13,21,110015,201,233,131,0,0,285201,2018-01-06,2018-01-04,2018-02-20,4580,2018-02-24,17
2850452,13,7,500004,233,233,131,1,0,500032,2017-02-18,2017-02-17,2018-02-07,4403,2018-02-10,9
2839276,15,2,110018,233,233,228,1,0,121003,2017-11-07,2017-11-04,2018-02-05,4091,2018-02-08,13
2862040,1,2,110018,233,233,228,2,0,248001,2017-08-05,2017-08-05,2018-02-12,4150,2018-02-13,15
2865470,1,12,302006,233,233,228,2,0,334001,2018-01-17,2018-01-12,2018-02-13,4459,2018-02-17,15
2844562,13,22,400104,233,233,131,1,0,380058,2017-12-12,2017-12-11,2018-02-06,4581,2018-02-14,11
2902631,13,8,700064,233,233,228,1,0,700090,2017-07-26,2017-07-22,2018-02-23,4508,2018-02-26,11
2906764,13,11,641012,201,233,131,1,0,641004,2017-03-02,2017-02-15,2018-02-25,4495,2018-02-27,12
2907788,28,9,411016,233,233,131,2,0,440004,2018-02-02,2017-04-18,2018-02-26,4027,2018-03-01,19
2938306,13,21,110015,233,233,131,1,0,201014,2017-10-06,2017-10-01,2018-03-04,4580,2018-03-07,12
2884211,9,8,700064,233,233,131,2,0,734434,2017-10-23,2017-10-21,2018-02-19,4499,2018-02-26,16
2944874,13,21,110015,233,233,228,2,0,281004,2018-01-31,2018-01-31,2018-03-06,4580,2018-03-08,13
2922588,15,2,110018,233,233,228,1,0,110029,2017-08-09,2017-01-30,2018-02-28,4094,2018-03-10,12
2994303,13,21,110015,233,233,131,1,0,110053,2017-05-19,2017-05-17,2018-03-18,4580,2018-03-20,9
2938302,30,2,110018,233,233,228,1,0,500034,2017-05-20,2016-11-11,2018-03-04,4540,2018-03-15,13
2938302,30,2,110018,0,233,228,1,0,500034,2017-05-20,2016-11-11,2018-03-04,4540,2018-03-15,18
2971263,15,8,700064,233,0,131,1,0,700016,2017-05-24,2017-05-23,2018-03-12,4500,2018-03-13,13
2986449,13,22,400104,201,233,131,4,0,443001,2016-04-15,2016-04-11,2018-03-16,4581,2018-03-19,13
3034812,10,27,110034,233,233,228,1,0,110041,2018-01-30,2017-12-12,2018-03-29,4388,2018-03-30,12
3021770,13,21,110015,233,233,131,1,0,110033,2017-07-04,2017-07-17,2018-03-26,4580,2018-03-29,8
2990336,25,3,560011,233,233,228,1,0,560103,2018-02-09,2018-01-17,2018-03-17,4390,2018-03-26,17
3012139,15,3,560011,233,233,228,1,0,560034,2018-01-18,2016-12-20,2018-03-23,4469,2018-03-23,9
3030427,10,27,110034,233,233,131,1,0,302013,2017-06-02,2017-05-20,2018-03-28,4388,2018-04-02,12
3052836,23,2,110018,233,233,131,1,0,121006,2017-07-04,2017-06-26,2018-04-04,5138,2018-04-11,12
3021600,10,8,700064,233,233,131,2,0,722101,2017-06-15,2017-05-13,2018-03-26,4499,2018-04-04,13
2885481,13,21,110015,233,233,228,1,0,226010,2018-02-03,2017-08-09,2018-02-19,4580,2018-02-22,11
2829865,13,22,400104,233,233,131,1,0,411061,2017-06-02,2017-06-01,2018-02-01,4581,2018-02-06,12
2840040,13,4,600024,233,233,131,1,0,600034,2017-02-21,2017-02-20,2018-02-05,4490,2018-02-09,9
2898386,15,12,302006,233,233,131,1,0,302015,2017-12-17,2017-12-17,2018-02-22,4453,2018-02-26,14
2999996,13,21,110015,233,233,131,3,0,301001,2017-07-10,2017-07-06,2018-03-20,4580,2018-03-29,12
3000052,13,21,110015,233,233,131,2,0,324010,2017-09-09,2017-09-05,2018-03-20,4580,2018-03-23,12
2857231,10,3,560011,233,245,131,1,0,560032,2017-05-02,2017-05-02,2018-02-09,4460,2018-02-12,9
2900532,10,9,411016,233,233,228,2,0,440026,2017-08-17,2017-08-17,2018-02-23,4021,2018-03-08,14
2885279,13,22,400104,233,233,131,2,0,440002,2017-09-29,2018-03-06,2018-02-19,4581,2018-02-21,14
2986336,15,2,110018,308,233,228,1,0,122018,2018-02-25,2017-05-17,2018-03-16,4550,2018-03-22,10
2941793,13,8,700064,233,233,131,1,0,700007,2017-05-09,2017-03-16,2018-03-05,4508,2018-04-01,10
3006574,13,21,110015,233,233,131,3,0,141001,2017-09-13,2017-07-01,2018-03-22,4580,2018-04-05,11
2838277,13,21,110015,201,233,131,4,0,126113,2018-01-18,2017-11-16,2018-02-04,4673,2018-02-10,13
3019777,15,2,110018,233,233,228,1,0,122001,2018-03-08,2017-05-16,2018-03-26,4091,2018-03-28,12
2826750,5,2,110018,233,233,131,1,0,110053,2017-02-14,2017-02-13,2018-01-31,4093,2018-02-03,11
2827847,10,8,700064,233,233,131,1,0,700059,2017-05-09,2017-05-09,2018-02-01,4499,2018-02-09,11
2861823,13,22,400104,201,233,131,4,0,424310,2018-01-25,2017-10-11,2018-02-12,4581,2018-02-20,14
2883470,13,21,110015,201,233,131,0,0,283203,2018-02-01,2018-01-23,2018-02-18,4580,2018-02-21,17
2941796,10,8,700064,201,233,228,0,0,754210,2017-12-15,2017-12-10,2018-03-05,4499,2018-03-07,18
2966292,13,21,110015,233,233,131,1,0,201301,2017-07-06,2017-07-04,2018-03-10,4580,2018-03-13,12
2891641,33,5,380009,233,233,228,2,0,390011,2017-08-13,2017-07-11,2018-02-20,4392,2018-02-24,17
2984739,13,8,700064,233,233,131,1,0,700157,2017-04-17,2017-04-15,2018-03-15,4508,2018-03-17,11
2969899,13,21,110015,233,233,131,1,0,110041,2018-02-21,2018-02-19,2018-03-11,4580,2018-03-20,10
2896172,19,1,400059,233,233,228,3,0,490006,2018-02-04,2017-04-15,2018-02-22,4011,2018-03-06,22
2993211,10,23,400001,233,233,228,1,0,380006,2017-12-15,2017-12-12,2018-03-17,4398,2018-03-21,11
2984770,13,22,400104,233,233,131,2,0,403708,2017-04-04,2017-03-30,2018-03-15,4581,2018-03-22,12
3013577,13,21,110015,233,233,131,1,0,201306,2017-12-18,2017-12-03,2018-03-24,4580,2018-03-27,10
3023131,13,22,400104,233,233,131,1,0,382445,2017-06-23,2017-06-21,2018-03-26,4581,2018-03-28,10
3011273,13,21,110015,233,233,131,1,0,201301,2017-05-04,2017-04-29,2018-03-23,4580,2018-03-27,10
2945209,2,1,400059,233,233,131,1,0,800006,2017-08-20,2017-08-18,2018-03-06,4390,2018-03-08,17
3038848,9,23,400001,233,233,131,1,0,421505,2017-10-16,2017-10-16,2018-03-30,4398,2018-04-03,10
3056440,13,22,400104,233,233,131,1,0,400089,2017-05-23,2017-05-22,2018-04-05,4581,2018-04-07,9
3056440,13,22,400104,0,233,131,1,0,400089,2017-05-23,2017-05-22,2018-04-05,4581,2018-04-07,9
3045671,13,22,400104,233,233,131,2,0,424001,2017-06-07,2017-06-03,2018-04-02,4581,2018-04-06,12
3052204,10,25,560037,233,233,131,1,0,560103,2017-12-23,2017-08-25,2018-04-03,4460,2018-04-09,9
3055386,32,6,160059,233,233,131,3,0,143401,2017-10-10,2017-09-24,2018-04-04,4441,2018-04-08,13
3057161,10,27,110034,233,233,228,1,0,201304,2018-01-23,2017-02-19,2018-04-05,4388,2018-04-14,11
3067109,1,24,110092,233,233,131,1,0,110053,2018-03-24,2017-03-31,2018-04-09,4150,2018-04-12,10
3049925,15,17,800001,233,0,131,1,0,800004,2017-11-06,2017-11-03,2018-04-03,4409,2018-04-07,9
3062857,13,21,110015,201,233,131,4,0,182121,2017-08-09,2017-08-05,2018-04-07,4580,2018-04-14,11
3056427,15,2,110018,233,233,228,1,0,110059,2018-01-04,2017-12-30,2018-04-05,4094,2018-04-11,10
3064345,5,1,400059,233,233,131,1,0,382440,2018-02-05,2018-02-05,2018-04-07,4015,2018-04-10,12
2875835,15,2,110018,233,245,131,1,0,110092,2016-10-12,2016-10-07,2018-02-16,4550,2018-02-21,11
3012185,13,26,560066,233,245,131,3,0,576225,2017-12-01,2017-11-29,2018-03-23,5001,2018-03-30,12
2839905,13,11,641012,201,201,131,0,0,673570,2017-05-03,2017-04-26,2018-02-05,4495,2018-02-08,17
2872316,10,10,226010,233,233,131,2,0,282007,2018-01-30,2017-05-10,2018-02-15,4444,2018-02-20,13
2866171,9,10,226010,233,233,131,1,0,226018,2017-10-03,2017-10-02,2018-02-13,4444,2018-02-21,11
3001167,1,7,500004,233,233,228,1,0,500081,2018-02-23,2018-02-22,2018-03-20,4479,2018-03-24,9
3053622,5,2,110018,233,233,131,1,0,110043,2018-02-28,2017-01-04,2018-04-04,4093,2018-04-06,11
2973038,13,21,110015,233,233,131,1,0,121005,2017-04-05,2017-04-03,2018-03-12,4580,2018-03-14,10
2892708,13,22,400104,233,233,131,2,0,395007,2017-07-24,2017-07-22,2018-02-21,4581,2018-02-28,14
3009328,10,8,700064,233,233,228,1,0,700003,2018-02-03,2017-01-17,2018-03-22,4499,2018-03-26,11
3066639,13,26,560066,233,233,131,1,0,600116,2017-10-25,2017-10-24,2018-04-09,5001,2018-04-10,9
2973398,13,22,400104,233,233,131,2,0,440013,2018-02-02,2017-12-16,2018-03-13,4581,2018-03-16,14
3035413,13,22,400104,308,233,131,1,0,421301,2017-10-10,2017-10-09,2018-03-29,4581,2018-04-03,9
3046258,13,26,560066,233,233,131,2,0,583101,2017-04-27,2017-03-30,2018-04-02,5001,2018-04-07,11
3046258,13,26,560066,233,233,131,2,0,583101,2017-04-27,2017-04-14,2018-04-02,5001,2018-04-07,11
3057544,9,6,160059,233,233,131,3,0,143001,2018-01-02,2018-01-02,2018-04-05,4437,2018-04-12,10
2923665,13,21,110015,233,233,131,1,0,160055,2017-04-18,2017-04-15,2018-02-28,4580,2018-03-11,11
2941806,15,8,700064,233,233,228,3,0,723101,2018-02-28,2018-02-28,2018-03-05,4500,2018-03-13,15
2835351,13,21,110015,233,233,228,1,0,122001,2018-01-18,2017-03-29,2018-02-03,4580,2018-02-05,10
2854549,13,2,110018,233,233,131,1,0,110085,2017-04-11,2018-03-07,2018-02-09,4580,2018-02-13,9
2906383,10,2,110018,233,233,228,1,0,122001,2017-08-07,2017-05-02,2018-02-25,4388,2018-02-26,12
3042588,13,21,110015,233,233,131,1,0,110085,2016-08-10,2016-07-27,2018-03-31,4580,2018-04-11,8
2892293,13,22,400104,233,245,131,2,0,390007,2016-05-18,2016-05-01,2018-02-21,4581,2018-02-28,14
2839794,13,22,400104,233,233,131,1,0,401105,2017-12-11,2017-12-09,2018-02-05,4019,2018-02-08,14
2831240,13,22,400104,233,233,131,1,0,380054,2017-06-23,2017-06-21,2018-02-02,4581,2018-02-09,11
2823208,19,6,160059,233,233,131,2,0,134116,2017-01-05,2017-01-05,2018-01-31,4441,2018-02-02,16
